‘AvgRequestNo’,‘AvgTimeBetwReq’,‘AvgTimeBetwRespReq’,AvgDataRate,AvgPacketNo,‘AvgPacketSize’,‘AvgConcurrentReq’,‘MaxReq’,‘AvgDuration’,Class
46.3,0.022,0.004,5.714,768.767,929.107,0.133,36,0.007,normal
97.206,0.01,0.007,0.571,157.274,453.628,121.432,586,0.079,normal
3.657,0.273,0.048,0.04,8.207,605.918,4.733,498,0.165,normal
12.25,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.008,115.425,27.216,0.001,0.058,1058.789,0.008,3,57.558,normal
0.167,6.269,6.179,0.001,0.167,357,0.19,3,0.077,normal
67.383,0.015,0.476,2.674,325.973,1025.524,96.437,223,0.409,normal
7.625,0.134,0.107,0.077,12.167,788.603,11.333,65,0.097,normal
3,0.359,0.178,0.102,11.5,1112.783,3.25,9,0.065,normal
12.25,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.444,2.369,4.932,0.002,0.889,299.25,0.422,2,0.061,normal
0.08,18.017,16.392,0.031,2.72,1429.838,0.12,2,2.094,normal
0.106,0.413,0.973,0.052,4.815,1359.398,0.113,8,0.188,normal
1.805,0.534,0.667,0.141,13.623,1297.87,1.199,37,0.057,normal
4,0.119,0.134,0.203,20,1266.025,4,5,0.109,normal
2.4,0.212,0.131,0.226,22,1283.955,2.4,6,0.226,normal
0.23,4.333,1.535,0.01,1.194,1043.181,0.245,17,0.606,normal
5.5,0.186,0.196,0.204,23.5,1082.447,5.5,8,0.091,normal
0.027,3.205,0.298,1.55,142.662,1358.199,0.03,5,0.551,normal
0.034,29.741,53.749,0.012,1.032,1470.905,0.035,17,2.2,normal
0.15,7.829,7.675,0.115,10.5,1373.06,0.15,5,0.111,normal
0.294,3.403,4.604,0.086,7.48,1444.606,0.282,80,0.032,normal
0.402,2.492,1.227,0.073,6.376,1430.501,0.438,39,1.705,normal
0.059,17.113,33.689,0.017,1.589,1336.911,0.063,33,0.213,normal
0.116,6.785,14.865,0.024,2.109,1420.884,0.107,82,0.119,normal
0.027,36.783,60.8,0.027,2.298,1488.444,0.027,28,0.268,normal
2.094,0.477,0.425,0.013,2.846,560.9,1.722,112,0.007,normal
0.082,12.294,13.08,0.068,5.694,1482.11,0.077,24,0.108,normal
0.133,7.548,17.861,0.061,5.184,1474.873,0.128,78,0.195,normal
0.099,10.638,9.896,0.257,21.702,1481.213,0.079,26,0.039,normal
0.077,13.012,31.398,0.063,5.307,1488.804,0.071,72,0.173,normal
0.034,29.741,53.749,0.012,1.032,1470.905,0.035,17,2.2,normal
0.141,6.893,6.032,0.036,3.138,1436.012,0.147,41,0.263,normal
0.119,6.893,6.032,0.031,2.664,1436.012,0.125,41,0.263,normal
0.093,10.638,9.896,0.241,20.297,1481.213,0.074,26,0.039,normal
1.992,0.502,110.27,0.207,19.947,1297.764,1.745,49,0.177,normal
2.331,0.429,673.325,0.317,29.938,1323.436,1.886,41,0.191,normal
2.14,0.467,692.671,0.864,77.505,1393.584,1.503,28,0.261,normal
2.409,0.414,637.326,2.454,214.951,1427.024,0.57,15,0.3,normal
2.615,0.382,0.101,2.478,217.063,1427.144,0.73,15,0.331,normal
2.811,0.355,393.15,1.963,171.128,1433.848,1.063,40,0.26,normal
1.771,0.565,651.12,0.237,22.418,1323.357,1.462,37,0.157,normal
2.982,0.335,256.305,0.746,68.826,1355.686,1.808,46,0.244,normal
11.037,0.09,57.264,2.602,240.449,1352.58,5.058,44,0.485,normal
19.116,0.052,70.49,2.542,241.833,1313.758,9.091,78,0.619,normal
20.084,0.05,46.87,2.444,236.894,1289.728,10.549,53,0.797,normal
9.293,0.107,71.937,2.593,240.11,1349.836,2.254,27,0.681,normal
11.2,0.089,0.019,2.61,242.289,1346.533,3.859,63,0.622,normal
8.618,0.116,98.02,2.624,239.142,1371.33,3.832,42,0.715,normal
7.952,0.126,211.012,2.615,239.939,1362.192,3.735,26,0.57,normal
13.504,0.074,419.386,2.599,244.015,1331.142,8.286,60,0.615,normal
5.154,0.193,27.348,2.627,237.163,1384.53,2.337,52,0.724,normal
15.883,0.063,127.203,2.584,239.801,1346.75,10.536,55,0.678,normal
14.139,0.071,133.541,2.598,240.21,1351.979,8.375,79,0.586,normal
12.276,0.081,126.515,2.596,238.484,1360.488,7.328,45,0.522,normal
24.225,0.041,98.337,2.449,237.843,1287.251,14.567,77,0.886,normal
23.316,0.043,168.894,2.407,233.897,1286.741,11.221,88,1.055,normal
26.245,0.038,119.388,2.244,224.757,1248.068,17.427,62,1.169,normal
24.777,0.04,100.1,2.255,223.846,1259.324,11.777,58,1.229,normal
27.013,0.037,56.893,2.246,224.219,1252.382,14.253,79,1.173,normal
20.315,0.045,140.428,2.101,207.03,1268.608,10.904,77,1.048,normal
17.643,0.057,82.895,2.475,233.456,1325.153,8.763,56,0.876,normal
12.55,0.08,30.635,2.559,234.635,1363.492,6.67,45,0.772,normal
16.336,0.063,6.004,2.582,242.076,1333.104,8.836,44,0.746,normal
21.863,0.046,17.657,2.484,238,1304.646,11.802,56,0.782,normal
50.661,0.079,0.021,10.181,928.059,1371.234,31.788,41,0.648,normal
18.934,0.053,13.008,2.53,238.549,1325.531,5.174,47,0.733,normal
20.136,0.05,203.177,2.448,233.637,1309.752,14.242,76,0.879,normal
13.753,0.073,149.364,2.494,230.324,1354.03,9.636,40,0.763,normal
18.872,0.053,0.018,2.426,229.55,1320.892,14.069,50,0.799,normal
18.578,0.054,102.103,2.391,2.391,1317.36,15.09,51,0.82,normal
15.223,0.066,0.025,2.522,234.709,1343.254,10.854,45,0.756,normal
14.113,0.071,8.638,2.519,234.242,1344.271,10.011,39,0.766,normal
14.285,0.07,0.027,2.462,228.864,1344.756,9.32,36,0.867,normal
18.931,0.049,5.565,2.166,207.676,1303.92,12.209,59,0.978,normal
20.638,0.047,15.716,2.162,209.455,1290.354,12.838,52,1.1,normal
18.805,0.051,63.24,2.167,208.885,1297.291,11.578,79,1.055,normal
19.838,0.047,23.531,2.167,211.027,1283.528,14.965,55,1.05,normal
17.975,0.05,20.136,2.163,207.48,1303.397,14.133,63,0.936,normal
15.289,0.057,8.259,2.17,204.745,1324.52,12.031,52,0.852,normal
12.129,0.07,0.026,2.181,202.293,1347.739,9.118,40,0.723,normal
6.947,0.122,0.039,2.191,198.165,1381.771,3.607,47,0.704,normal
11.029,0.077,9.882,2.187,201.21,1358.852,6.753,55,0.626,normal
7.838,0.108,0.03,2.193,198.404,1381.774,4.651,37,0.603,normal
11.544,0.073,0.02,2.185,201.098,1357.87,7.622,63,0.678,normal
4.995,0.168,21.026,2.195,196.196,1398.439,2.38,26,0.596,normal
19.975,0.046,11.96,2.163,206.955,1306.176,13.351,58,0.985,normal
22.374,0.046,10.821,0.116,11.164,1299.23,0.687,65,0.986,normal
22.387,0.045,102.273,2.306,223.097,1291.828,16.064,62,1.072,normal
16.336,0.063,6.004,2.582,242.076,1333.104,8.836,44,0.746,normal
11.38,0.088,129.232,2.517,229.455,1370.919,6.775,52,0.986,normal
15.649,0.07,89.859,2.729,252.189,1352.899,11.318,45,0.84,normal
9.192,0.053,13.008,2.53,238.549,1325.531,5.174,47,0.733,normal
20.834,0.048,140.704,2.393,227.628,1314.606,13.856,84,1.036,normal
19.9,0.052,92.95,2.418,229.396,1317.765,13.286,58,0.924,normal
18.61,0.054,32.437,2.414,226.86,1330.058,13.366,55,0.964,normal
18.364,0.053,16.848,2.4,225.686,1329.156,12.138,51,0.735,normal
1.504,0.665,0.578,0.174,16.635,1305.353,1.243,42,0.195,normal
2.181,0.459,6.466,0.244,22.999,1326.235,1.855,70,0.171,normal
22.44,0.046,2.975,2.646,254.107,1301.613,12.324,68,0.459,normal
20.577,0.049,7.965,2.562,246.042,1301.703,13.921,68,0.532,normal
7.657,0.131,4.105,1.041,98.399,1323.002,6.215,49,0.262,normal
22.248,0.092,10.709,3.437,320.478,1340.412,16.205,58,0.34,normal
17.216,0.058,29.468,2.229,211.847,1315.345,11.358,59,0.474,normal
30.575,0.033,0.01,2.734,268.87,1270.998,19.315,64,0.692,normal
17.279,0.058,5.178,2.604,244.192,1306.677,12.649,101,0.479,normal
4.603,0.217,16.229,0.544,52.068,1306.677,3.752,38,0.259,normal
4.942,0.202,12.559,0.48,46.484,1290.282,3.954,63,0.255,normal
6.793,0.147,16.377,1.531,140.34,1363.731,4.428,30,0.302,normal
5.309,0.384,0.318,0.84,78.311,1340.223,3.826,54,0.199,normal
4.54,0.22,0.216,0.413,40.343,1280.327,3.215,81,0.301,normal
3.377,0.296,24.349,0.558,51.3,1360.813,2.612,54,0.204,normal
1.605,0.623,17.388,0.172,16.566,1297.759,1.349,47,0.193,normal
2.55,0.392,23.913,0.228,22.343,1273.343,2.204,64,0.169,normal
5.097,0.195,0.149,0.539,52.298,1288.44,3.766,70,0.24,normal
3.012,0.332,117.248,0.292,28.231,1292.996,2.402,75,0.205,normal
1.587,0.63,157.063,0.299,27.357,1365.627,0.985,66,0.206,normal
1.209,0.66,132.344,0.119,11.679,1277.178,12.25,31,0.084,normal
0.65,1.533,0.166,2.84,248.457,1429.001,0.025,4,0.102,normal
1.86,0.538,246.413,2.727,239.885,1421.151,0.51,26,0.258,normal
1.117,0.885,0.106,2.986,261.622,1426.319,0.197,7,0.311,normal
6.295,0.159,38.488,0.966,93.747,1287.808,4.495,61,0.199,normal
5.896,0.169,21.057,0.39,40.95,1189.978,4.902,83,0.134,normal
1.794,0.557,137.417,0.133,13.357,1244.118,1.587,73,0.147,normal
1.391,0.718,108.598,0.128,12.453,1286.546,1.216,58,0.175,normal
1.243,0.805,231.459,0.13,12.481,1305.612,1.047,41,0.139,normal
1.328,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.609,1.653,1.499,0.129,11.488,1408.515,0.488,12,0.141,normal
1.823,0.548,0.533,0.162,15.973,1268.118,1.431,58,0.182,normal
1.123,0.889,4.707,0.138,13.117,1316.366,0.837,34,0.184,normal
0.177,5.684,4.797,0.005,0.6,1025.67,0.149,25,0.044,normal
0.588,5.684,4.797,0.016,1.994,1025.67,0.497,25,0.044,normal
1.698,0.589,0.546,0.059,6.787,1089.558,1.391,26,0.072,normal
49,0.02,0.032,0.054,49,139,49.11,64,0.037,flooding
72.768,0.014,0.027,0.081,72.768,139,72.768,119,0.811,flooding
128.703,0.008,0.078,0.155,139.53,139,199.32,241,22.769,flooding
99.281,0.01,0.024,0.11,99.281,139,112.525,150,1.627,flooding
58.268,0.018,0.083,0.065,58.268,139,78.955,125,28.384,flooding
56.654,0.018,0.086,0.063,56.654,139,73.128,123,23.135,flooding
146.818,0.007,0.02,0.164,147.585,139,181.942,296,6.214,flooding
127.971,0.008,0.039,0.161,144.468,139,191.743,292,23.922,flooding
66.148,0.015,0.082,0.074,66.148,139,86.248,139,16.243,flooding
66.93,0.015,0.071,0.074,66.93,139,90.524,156,23.406,flooding
81.784,0.012,0.053,0.091,81.796,139,107.026,165,16.279,flooding
83.988,0.012,0.047,0.093,83.988,139,110.77,171,6.313,flooding
302.53,0.003,0.02,0.336,302.538,139,424.902,590,7.417,flooding
83.106,0.012,0.052,0.099,88.736,139,105.4,201,16.243,flooding
90.2,0.01,0.036,0.103,92.695,139,119.38,525,8.167,flooding
322.453,0.003,0.016,0.359,322.585,139,451.15,739,5.836,flooding
112.478,0.009,0.034,0.13,117.167,139,144.462,206,10.603,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,6.814,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,15.154,flooding
121.703,0.008,0.034,0.142,127.588,139,161.797,235,11.15,flooding
257.605,0.004,0.015,0.286,257.62,139,347.46,429,4.7,flooding
66.177,0.015,0.105,0.1,89.592,139,63.228,236,79.15,flooding
198.397,0.005,0.042,0.221,198.45,139,275.833,483,9.838,flooding
87.978,0.012,0.074,0.121,109.15,139,83.037,248,65.189,flooding
291.457,0.003,0.013,0.324,291.48,139,388.128,487,4.823,flooding
86.673,0.011,0.069,0.128,114.702,139,86.467,284,63.519,flooding
345.172,0.003,0.012,0.384,345.207,139,454.91,516,4.653,flooding
112.257,0.009,0.057,0.152,136.828,139,130.903,304,43.94,flooding
114.232,0.009,0.054,0.16,143.712,139,131.353,311,46.345,flooding
148.175,0.007,0.052,0.165,148.222,139,194.35,352,37.645,flooding
162.057,0.006,0.049,0.18,162.245,139,219.977,356,38.192,flooding
8.934,0.112,0.091,0.852,91.739,1160.671,10.158,170,1.991,flooding
12.361,0.082,0.06,1.438,142.787,1258.743,13.854,181,3.891,flooding
846.562,0.001,0.001,6.33,1572.598,503.143,27.183,786,0.008,flooding
929.716,0.001,0.001,6.282,1499.819,523.577,33.862,931,0.007,flooding
925.075,0.001,0.001,6.322,1497.768,527.629,30.547,780,0.007,flooding
91.364,0.012,0.029,2.193,282.383,970.836,11.713,787,0.0326,flooding
276.4535,0.028,0.045,4.416,711.503,775.931,26.659,551,0.063,flooding
275.869,0.025,0.136,4.429,712.124,777.473,26.151,603,0.058,flooding
158.764,0.044,0.238,3.379,473.849,891.373,22.717,562,0.09,flooding
483.435,0.002,0.001,4.808,736.256,604.709,16.006,695,0.009,flooding
383.391,0.003,0.001,3.562,17.333,835.7884,19.431,611,0.084,flooding
295.424,0.003,0.001,3.034,591.129,641.527,12.629,786,0.009,flooding
233.864,0.004,0.005,2.636,490.284,672.024,9.181,611,0.018,flooding
206.599,0.005,0.001,2.176,419.301,629.495,7.839,601,0.009,flooding
185.656,0.005,0.001,1.85,367.276,835.7884,7.89,500,0.009,flooding
159.23,0.006,0.006,1.696,325.336,651.586,6.373,611,0.01,flooding
146.579,0.007,0.001,1.526,295.651,645.138,5.455,1040,0.01,flooding
129.671,0.008,0.018,1.428,268.707,664.077,5.336,780,0.009,flooding
215.528,0.005,0.001,4.235,620.225,853.535,14.405,299,0.023,flooding
201.146,0.005,0.001,3.124,512.112,762.48,12.326,326,0.019,flooding
194.904,0.005,0.001,2.459,435.043,706.613,10.971,474,0.017,flooding
59.212,0.015,0.003,1.459,190.434,957.614,6.14,594,0.033,flooding
153.162,0.007,0.001,1.982,331.217,747.831,9.039,559,0.015,flooding
130.26,0.008,0.01,1.842,296.04,777.769,7.449,492,0.017,flooding
122.447,0.008,0.001,1.625,268.949,755.112,7.027,76,0.016,flooding
116.052,0.009,0.001,1.448,246.783,733.546,6.841,714,0.0815,flooding
77.599,0.013,0.005,2.432,299.967,1013.492,11.871,528,0.205,flooding
83.661,0.012,0.004,2.149,283.791,946.398,10.99,528,0.191,flooding
85.566,0.06,0.003,1.933,263.492,917.059,10.685,490,0.191,flooding
85.279,0.012,0.003,1.814,245.902,922.149,10.547,709,0.19,flooding
77.566,0.013,0.003,1.766,233.168,946.832,9.833,561,0.19,flooding
70.46,0.014,0.004,1.713,221.546,966.288,8.939,528,0.198,flooding
69.124,0.014,0.003,1.603,210.659,951.401,8.802,528,0.186,flooding
67.956,0.0147,0.003,1.51,201.274,937.672,8.672,687,0.181,flooding
